id_gpu,id_occurrence,nom_document,communes,type_piece_source,lien_web_document,reference_type,reference_precise,zone_reglementaire_mentionnee,portee_geometrique,extrait_significatif,contexte_documentaire,confiance_extrait,justification,nature_occurrence,nature_juridique_piece,nature_sonore_zone,statut_verification,ocr_utilise,ocr_confiance,priorite
95d3871caefe158c101a466ab9e91c5b,25_246700488_orientations_amenagement_2_20260206.pdf,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,page,page 458,OAP secteur Musau/Neudorf,zone_specifique,"Prendre en compte les contraintes (bruit, pollution, notamment).","…ètre régi par la loi de 1990 de la ceinture des glacis, concernant la limitation des surfaces construites au sol des terrains libres restant. 2. ENJEUX - Une trame verte importante à conserver et à renforcer ; - Des liaisons entre Neudorf et Musau à aménager ; - Conforter la centralité du quartier ; Prendre en compte les contraintes (bruit, pollution, notamment). - Créer une continuité avec une ambiance « villageoise » (jardins, vergers, maisons individuelles) à l'Est ; - Conforter la place de Wattwiller dans son rôle de place centrale ouverte sur les équipements de proximité du quartier. Plan Local d’Urbanisme OAP COMMUNALES MAI 2024 Modification n° 4 Ville…",moyenne,"Le passage mentionne explicitement de 'prendre en compte les contraintes (bruit, pollution)' dans le cadre d'une OAP sectorielle, ce qui constitue une recommandation autonome liée au bruit pour l'aménagement du secteur concerné. La formulation reste toutefois vague et générique, sans précision sur la nature de la contrainte de bruit ni sur les mesures à prendre, d'où une confiance limitée dans l'extrait.",recommandation,opposable en compatibilité,autre,validé,False,,13
95d3871caefe158c101a466ab9e91c5b,26_246700488_orientations_amenagement_2_20260206.pdf,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,page,page 483,,administrative,Des contraintes à intégrer - Le bruit.,"…adre distant » du bien classé, ainsi qu’une partie de sa « zone tampon ». Ce bien et sa zone tampon font l’objet d’un plan de gestion spécifique, pris en compte dans le PLU. 2. ENJEUX  Des atouts à renforcer - Des équipements de proximité et des commerces de proximité autour de la route des Romains Des contraintes à intégrer - Le bruit. - Accompagner l'arrivée du TCSP par un projet urbain cohérent, trait d'union entre le cœur de Koenigshoffen, développé autour de la route des Romains (liaison stratégique), et le centre- ville ; - Améliorer l'image de l'entrée Est de Koenigshoffen ; - Proposer des logements de qualité, bien desservi…",moyenne,"Le passage identifie le bruit comme une contrainte à intégrer dans le secteur d'OAP, au même titre que la pollution de l'air et des sols. Il s'agit d'un simple constat d'enjeu sans détail sur une mesure concrète, mais cela oriente les objectifs du projet urbain (qualité des logements, accompagnement du TCSP) à prendre en compte cette nuisance. La formulation reste très générale et ne précise pas de prescription technique, d'où une confiance modérée dans l'extrait retenu.",recommandation,opposable en compatibilité,lutte_bruit_existant,validé,False,,13
95d3871caefe158c101a466ab9e91c5b,28_246700488_orientations_amenagement_2_20260206.pdf,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,page,page 510,,administrative,"du bruit, notamment dans la gestion de la proximité avec la voie ferrée au nord et de la route de Schirmeck au sud","…ues solaires. Les logements mono-orientés seront limités notamment pour les logements de trois pièces et plus. La majorité des logements disposera d’un prolongement extérieur (terrasse, balcon, rez-de-jardin…) et d’un espace de rangement (cave, cellier…) pour permettre une qualité d’usage renforcée. du bruit, notamment dans la gestion de la proximité avec la voie ferrée au nord et de la route de Schirmeck au sud route de Schirmeck au sud, - de la qualité de l’air, - du plan de prévention des risques d’inondation (PPRI) de l’Eurométropole de Strasbourg. Plan Local d’Urbanisme OAP COMMUNALES MAI 2024 Modification n° 4 Commune de Strasbourg Eurométropole de Strasbourg",moyenne,"Le passage demande explicitement de prendre en compte le bruit lié à la proximité de la voie ferrée et de la route de Schirmeck dans la conception des projets, afin de réduire l'exposition des personnes aux nuisances. Il s'agit d'une règle liée au bruit existant à proximité des futures constructions, donc dans le périmètre diagBruit. La formulation reste toutefois générale et peu précise sur les mesures concrètes attendues.",recommandation,opposable en compatibilité,lutte_bruit_existant,validé,False,,13
95d3871caefe158c101a466ab9e91c5b,1_246700488_reglement_20260206.pdf,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",règlement écrit,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_reglement_20260206.pdf,alinea,"Article 15, alinéa 6",zones repérées au « règlement graphique – plan vigilance » (dépassements réglementaires de qualité de l'air et abords d'axes routiers),zone_specifique,les espaces extérieurs situés sur la façade implantée au droit d’un axe routier repéré au « règlement graphique – plan vigilance » doivent pouvoir être fermés pour se protéger du bruit et des polluants atmosphériques,"…alité de l’air, dans les zones en dépassements réglementaires et en dépassements réglementaires potentiels, et dans les zones de surveillance aux abords des axes routiers repérées au « règlement graphique – plan vigilance », la conception des nouveaux bâtiments doit intégrer les principes suivants : les espaces extérieurs situés sur la façade implantée au droit d’un axe routier repéré au « règlement graphique – plan vigilance » doivent pouvoir être fermés pour se protéger du bruit et des polluants atmosphériques • la prise d’air du système de ventilation ne doit pas être installée sur la façade implantée au droit de l’axe routier repéré au « règlement graphique – plan vigilance ». Si toutes les façades sont implantées au droit d’axes routiers repérés, la prise d’air du système de ventilation sera installée…",forte,"Le passage impose des règles constructives (fermeture des espaces extérieurs en façade sur axe routier, ventilation filtrante) motivées à la fois par le bruit et la pollution atmosphérique, dans une zone de vigilance qualité de l'air/bruit routier distincte du classement sonore réglementaire classique. Il s'agit d'une règle autonome d'urbanisme, applicable aux bâtiments, dans une zone spécifique délimitée graphiquement (plan vigilance), donc retenue avec portée géométrique zone_specifique.",prescription,opposable en conformité,autre,validé,False,,23
95d3871caefe158c101a466ab9e91c5b,2_246700488_orientations_amenagement_1_20260206.pdf,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_1_20260206.pdf,page,page 121,zone tampon le long d'une voie,zone_specifique,"Créer un effet barrière au bruit et à la pollution par l’implantation d’un bâtiment haut en première ligne. Il est admis qu’un bâtiment implanté en première ligne et présentant une hauteur minimale de R+3 participe à créer un effet barrière, dès lors que cette hauteur est par ailleurs autorisée par le règlement.","…tampon : Organiser l’espace en fonction de la vocation des bâtiments. Implanter les habitations et les établissements accueillant des populations sensibles au titre de la qualité de l’air1 le plus loin de la voie. Implanter les bâtiments en retrait par rapport à la chaussée circulée en assurant une Créer un effet barrière au bruit et à la pollution par l’implantation d’un bâtiment haut en première ligne. Il est admis qu’un bâtiment implanté en première ligne et présentant une hauteur minimale de R+3 participe à créer un effet barrière, dès lors que cette hauteur est par ailleurs autorisée par le règlement. Modification n°3 Air Climat Énergie Eurométropole de Strasbourg",forte,"Le passage prescrit des mesures d'aménagement urbain (implantation des bâtiments, effet barrière, hauteur minimale) dans une zone tampon le long d'une voie, explicitement pour lutter contre le bruit (et la pollution) : c'est une règle autonome relevant du périmètre diagBruit, appliquée à une zone spécifique (zone tampon en bordure de voie) et non à l'ensemble du territoire.",recommandation,opposable en compatibilité,lutte_bruit_existant,validé,False,,23
95d3871caefe158c101a466ab9e91c5b,3_246700488_orientations_amenagement_1_20260206.pdf,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_1_20260206.pdf,page,page 123,,administrative,la prise en compte des enjeux liés à la qualité de l’air et au bruit devront être justifiés dans le projet en termes d’aménagement global et/ou de conception des bâtiments,"…rmet également d’optimiser l’ensoleillement et de réduire les îlots de chaleur urbain (cf. chapitre suivant). Ces principes devront être abordés dès le stade de la conception du projet, quand la configuration de l’unité foncière le permet et sans toutefois rompre l’ordonnancement urbain préexistant. la prise en compte des enjeux liés à la qualité de l’air et au bruit devront être justifiés dans le projet en termes d’aménagement global et/ou de conception des bâtiments -66 f - PRINCIPES D’AMÉNAGEMENT CONCERNANT L’ADAPTATION AU CHANGEMENT CLIMATIQUE Principes concernant les espaces de respiration au sein des projets 1. INTRODUCTION / CONTEXTE L’Alsace est particulièrement sensible à deux facteurs : les canicules et les épisodes de pollution à l’ozone, entrainant no…",forte,"Le passage impose que la prise en compte du bruit soit justifiée dans le projet, en termes d'aménagement global et/ou de conception des bâtiments. Cela concerne directement les projets de construction et d'aménagement urbain, donc pleinement dans le périmètre diagBruit. La règle s'applique sans délimitation géographique spécifique, donc portée administrative (ensemble du document).",prescription,opposable en compatibilité,autre,validé,False,,23
95d3871caefe158c101a466ab9e91c5b,6_246700488_orientations_amenagement_1_20260206.pdf,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_1_20260206.pdf,page,page 270,zones de bruit liées aux infrastructures de transport terrestre / façades sur A4 et RD 63,zone_specifique,"les installations techniques des futurs bâtiments visant à aspirer de l’air (VMC) ne pourront pas être implantées sur les façades donnant sur l’A4 et sur la RD 63, - les constructions situées dans les zones de bruit liées aux infrastructures de transport terrestre feront l’objet de dispositifs s’isolation acoustique","…rs de la zone de vigilance du Plan de Protection de l’Atmosphère (PPA) de l’agglomération strasbourgeoise adopté le 4 juin 2014, - permettre l’aménagement des espaces de vente extérieurs, autorisés sous condition d’intégration architecturale ou paysagère, uniquement s’ils s’implanteront en dehors de les installations techniques des futurs bâtiments visant à aspirer de l’air (VMC) ne pourront pas être implantées sur les façades donnant sur l’A4 et sur la RD 63, - les constructions situées dans les zones de bruit liées aux infrastructures de transport terrestre feront l’objet de dispositifs s’isolation acoustique terrestre feront l’objet de dispositifs s’isolation acoustique. 3.2. LES PRINCIPES D’AMÉNAGEMENT PAR SECTEUR Modernisation et restructuration des secteurs dédiés aux activités commerciales • Les plans ci-après représentent les trois secteurs commerciaux existants qui ont vocation à être restructurés…",forte,"Le passage contient deux prescriptions autonomes liées au bruit, distinctes du simple classement sonore : (1) interdiction d'implanter les VMC des futurs bâtiments sur les façades donnant sur l'A4 et la RD 63, et (2) obligation de dispositifs d'isolation acoustique pour les constructions situées dans les zones de bruit liées aux infrastructures de transport terrestre. Ces règles vont au-delà d'un simple renvoi au classement sonore standard car elles imposent des mesures constructives précises (localisation des équipements techniques, isolation) applicables aux bâtiments eux-mêmes, ce qui relève bien du périmètre diagBruit. La portée est géométriquement limitée aux abords de l'A4/RD63 et aux zones de bruit identifiées, donc zone_specifique.",prescription,opposable en compatibilité,lutte_bruit_existant,validé,False,,23
95d3871caefe158c101a466ab9e91c5b,7_246700488_orientations_amenagement_1_20260206.pdf,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_1_20260206.pdf,page,page 270,,administrative,"terrestre feront l’objet de dispositifs s’isolation acoustique. 3.2. LES PRINCIPES D’AMÉNAGEMENT PAR SECTEUR Modernisation et restructuration des secteurs dédiés aux activités commerciales • Les plans ci-après représentent les trois secteurs commerciaux existants qui ont vocation à être restructurés : homogénéisation du traitement des façades, travail sur l'alignement, mutualisation des parcs de stationnements, création de cheminements piétons, travail","…Prendre en compte les nuisances acoustiques - les installations techniques des futurs bâtiments visant à aspirer de l’air (VMC) ne pourront pas être implantées sur les façades donnant sur l’A4 et sur la RD 63, - les constructions situées dans les zones de bruit liées aux infrastructures de transport terrestre feront l’objet de dispositifs s’isolation acoustique. 3.2. LES PRINCIPES D’AMÉNAGEMENT PAR SECTEUR Modernisation et restructuration des secteurs dédiés aux activités commerciales • Les plans ci-après représentent les trois secteurs commerciaux existants qui ont vocation à être restructurés : homogénéisation du traitement des façades, travail sur l'alignement, mutualisation des parcs de stationnements, création de cheminements piétons, travail paysager pour le développement d'espaces végétalisés, etc. Plan Local d’Urbanisme OAP MÉTROPOLITAINES SEPTEMBRE 2019 Zone Commerciale Nord Eurométropole de Strasbourg",forte,"Le passage (dont la phrase commence dans le contexte avant) impose que les constructions situées dans les zones de bruit liées aux infrastructures de transport terrestre fassent l'objet de dispositifs d'isolation acoustique. Il s'agit d'une prescription visant les bâtiments eux-mêmes (pas l'infrastructure), donc pleinement dans le périmètre diagBruit. Ce n'est pas un simple renvoi au classement sonore : la règle est formulée comme une prescription autonome du document d'urbanisme visant toutes les constructions concernées, sans limite spatiale propre au-delà du périmètre du document, d'où une portée administrative.",prescription,opposable en compatibilité,lutte_bruit_existant,validé,False,,23
95d3871caefe158c101a466ab9e91c5b,8_246700488_orientations_amenagement_1_20260206.pdf,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_1_20260206.pdf,page,page 279,secteur autour du giratoire,zone_specifique,"Intégrer les différentes nuisances du site pour proposer des solutions urbaines, paysagères et architecturales permettant la cohabitation avec du logement : route de Strasbourg (RD 263 : qualité d'air et pollution sonore), autoroutes (qualité d'air et pollution sonore), voie ferrée à l'ouest (pollution sonore)","…r du giratoire (traitement et programmation des rez-de-chaussée : pas de logements mono-orientés vers la route, aucun logement en rez-de-chaussée autour du giratoire, pas de locaux techniques ou de murs aveugles…). - Privilégier l'implantation de commerces et services de proximité en rez-de-chaussée Intégrer les différentes nuisances du site pour proposer des solutions urbaines, paysagères et architecturales permettant la cohabitation avec du logement : route de Strasbourg (RD 263 : qualité d'air et pollution sonore), autoroutes (qualité d'air et pollution sonore), voie ferrée à l'ouest (pollution sonore) qualitatives). Cette contextualisation implique également une organisation des logements et un traitement des façades et prolongements extérieurs spécifiques. - Limiter les conflits de cohabitation avec les locaux d'activités existants et intégrer leurs contraintes fonctionnelles (éléments technique…",forte,"Le passage recommande d'intégrer les nuisances sonores (route de Strasbourg, autoroutes, voie ferrée) dans la conception urbaine, paysagère et architecturale des futurs logements autour du giratoire (organisation des logements, traitement des façades). Il ne s'agit pas d'un simple renvoi au classement sonore mais d'une exigence de conception urbaine et architecturale intégrant le bruit comme critère, ce qui va au-delà de l'isolement acoustique standard. La règle concerne un secteur géographique précis (autour du giratoire) et non l'ensemble du document.",recommandation,opposable en compatibilité,lutte_bruit_existant,validé,False,,23
95d3871caefe158c101a466ab9e91c5b,9_246700488_orientations_amenagement_1_20260206.pdf,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_1_20260206.pdf,page,page 290,Secteur des emplacements réservés le long de l'A35 (Entzheim/Geispolsheim),zone_specifique,Les principes de cette OAP visent à renforcer les protections naturelles déjà en place contre les nuisances acoustiques et à améliorer la qualité de l’air,"…Nord de l’A 35. Les zones urbanisées d’Entzheim et de Geispolsheim se situent à quelques centaines de mètres seulement de cette infrastructure qui génère de nombreuses nuisances pour les habitants. Celles-ci sont en partie atténuées par l’environnement naturel au Nord (talus, végétation existante). Les principes de cette OAP visent à renforcer les protections naturelles déjà en place contre les nuisances acoustiques et à améliorer la qualité de l’air paysagère des abords de l’autoroute A 35. 3. PRINCIPES D’AMÉNAGEMENT Le secteur devra faire l’objet d’un traitement paysager grâce à une végétalisation comportant des plantations sur plusieurs strates (dont à minima une strate arborée). La nature des plantations devra permettre : - d’atténuer les nu…",forte,"Cette OAP définit un secteur spécifique de part et d'autre de l'A35 destiné à l'acquisition foncière pour créer des espaces végétalisés. L'objectif explicite est de renforcer les protections naturelles contre les nuisances acoustiques via un traitement paysager (végétalisation multi-strates) qui doit permettre d'atténuer les nuisances sonores. Il s'agit d'une règle autonome d'aménagement (traitement paysager anti-bruit) allant au-delà d'un simple renvoi au classement sonore ou au PEB, et concernant l'aménagement urbain (espaces végétalisés, abords de l'autoroute), donc dans le périmètre diagBruit. La portée est limitée au secteur des emplacements réservés identifié sur le plan de zonage, pas à l'ensemble du document.",recommandation,opposable en compatibilité,lutte_bruit_existant,validé,False,,23
95d3871caefe158c101a466ab9e91c5b,10_246700488_orientations_amenagement_1_20260206.pdf,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_1_20260206.pdf,page,page 290,Secteur d'OAP aux abords de l'A35 (Entzheim/Geispolsheim),zone_specifique,La nature des plantations devra permettre : - d’atténuer les nuisances sonores vis-à-vis des zones urbanisées d’Entzheim et de Geispolsheim,"…la création d’espaces végétalisés contribuant aux continuités écologiques de part et d’autre de l’A35. Les principes de cette OAP visent à renforcer les protections naturelles déjà en place contre les nuisances acoustiques et à améliorer la qualité de l’air, même partiellement, ainsi que la qualité La nature des plantations devra permettre : - d’atténuer les nuisances sonores vis-à-vis des zones urbanisées d’Entzheim et de Geispolsheim l’infrastructure. Les ensembles arborés et arbustifs existants, en particulier ceux identifiés sur le schéma ci-après doivent être préservés et si possibles renforcés. Les chemins d’exploitation existants devront être maintenus de manière à continuer à desservir les parcelles agricoles. Plan Local d…",forte,"Le passage impose un traitement paysager végétalisé dont l'un des objectifs explicites est d'atténuer les nuisances sonores de l'A35 vis-à-vis des zones urbanisées voisines. Il s'agit d'une prescription d'aménagement urbain (OAP) autonome, non liée au classement sonore réglementaire, et qui vise la protection des zones urbanisées, donc bien dans le périmètre diagBruit. La règle s'applique à un secteur spécifique de l'OAP, pas à l'ensemble du document.",prescription,opposable en compatibilité,lutte_bruit_existant,validé,False,,23
95d3871caefe158c101a466ab9e91c5b,11_246700488_orientations_amenagement_1_20260206.pdf,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_1_20260206.pdf,page,page 306,secteur résidentiel du Prévert et de la rue Marcel Pagnol (façade Sud-Est le long de la VLIO),zone_specifique,"Ces espaces verts peuvent être épaissis, notamment en façade Sud-Est entre la VLIO et les secteurs résidentiels du Prévert et de la rue Marcel Pagnol, pour accueillir par exemple des jardins familiaux et des espaces de jeux de plein air et pour constituer une protection phonique par rapport aux nuisances sonores émises par la VLIO.","…e grand paysage. Ces espaces verts peuvent être épaissis, notamment en façade Sud-Est entre la VLIO et les secteurs résidentiels du Prévert et de la rue Marcel Pagnol, pour accueillir par exemple des jardins familiaux et des espaces de jeux de plein air et pour constituer une protection phonique par Ces espaces verts peuvent être épaissis, notamment en façade Sud-Est entre la VLIO et les secteurs résidentiels du Prévert et de la rue Marcel Pagnol, pour accueillir par exemple des jardins familiaux et des espaces de jeux de plein air et pour constituer une protection phonique par rapport aux nuisances sonores émises par la VLIO. L'espace paysagé central de l'allée Saint-Sauveur le Vicomte sera prolongé afin d'assurer une continuité urbaine et paysagère avec l'urbanisation déjà existante. Il sera prolongé jusqu'au chemin rural en limite de zone et accueillera un cheminement doux. La voie à créer sur la façade Sud-Est du sect…",forte,"Le passage recommande d'épaissir les espaces verts en façade Sud-Est pour constituer une protection phonique contre les nuisances sonores de la VLIO, au bénéfice des secteurs résidentiels avoisinants. Il s'agit d'une règle d'aménagement urbain (espaces verts/plantations) visant à protéger l'urbanisation existante du bruit, ce qui relève bien du périmètre diagBruit et non d'un simple renvoi au classement sonore.",recommandation,opposable en compatibilité,lutte_bruit_existant,validé,False,,23
