id_gpu,id_occurrence,nom_document,communes,type_piece_source,lien_web_document,reference_type,reference_precise,zone_reglementaire_mentionnee,portee_geometrique,extrait_significatif,contexte_documentaire,confiance_extrait,justification,nature_occurrence,nature_juridique_piece,nature_sonore_zone,statut_verification,ocr_utilise,ocr_confiance,priorite,validation_manuelle_statut,validation_manuelle_commentaire
95d3871caefe158c101a466ab9e91c5b,13_246700488_orientations_amenagement_1_20260206.pdf,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_1_20260206.pdf,page,page 312,,zone_specifique,"En complément des exigences d’isolation phonique des constructions, la composition globale ainsi que les formes urbaines (implantation et hauteur du bâti) pourront également être conçues de manière à limiter les nuisances sonores.","…antes qui devront être pérennisées, notamment à l'Ouest et au Sud. 3.1.2. Prise en compte des nuisances Cette zone est, en partie, concernée par des nuisances sonores liées à la présence de la voie ferrée à l'Est de la rue du Dépôt, au-delà des voies de stockage des véhicules ferroviaires. Le projet En complément des exigences d’isolation phonique des constructions, la composition globale ainsi que les formes urbaines (implantation et hauteur du bâti) pourront également être conçues de manière à limiter les nuisances sonores. traitement végétalisé des franges comportant au minimum deux strates végétales (arborées, arbustives ou herbacées) constituées d'essences locales. La frange Ouest devra avoir une épaisseur d’environ 5 mètres. Plan Local d’Urbanisme OAP INTERCOMMUNALES SEPTEMBRE 2019 Mundolsheim / Niederhaubergen / S…",forte,"Le passage concerne une OAP sectorielle affectée par le bruit d'une voie ferrée. Au-delà des exigences d'isolation phonique standard (déjà couvertes par le classement sonore), il prescrit que la composition urbaine (implantation et hauteur du bâti) soit conçue pour limiter les nuisances sonores : c'est une règle autonome propre à l'urbanisation, distincte du classement sonore, et qui s'applique spécifiquement à cette zone d'OAP.",recommandation,opposable en compatibilité,lutte_bruit_existant,validé,False,,23,rejeté,doublon avec occurence précédente
95d3871caefe158c101a466ab9e91c5b,14_246700488_orientations_amenagement_1_20260206.pdf,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_1_20260206.pdf,page,page 313,aire d'accueil des gens du voyage,zone_specifique,"Un merlon paysager et végétalisé sera aménagé en périphérie de l’aire d’accueil des gens du voyage. Ce dernier devra être conçu de manière à : - participer à la qualité d’accueil de ses occupants, - assurer une transition paysagère qualitative avec la future zone d’activité, - limiter les nuisances sonores futures liées à une éventuelle augmentation des flux à proximité de l’aire d’accueil.","…aire d’accueil sera réalisé sur le réseau existant rue du Dépôt pour le traitement des eaux usées. L’aire sera clôturée pour délimiter son espace par rapport à la future zone d’activités et assurer la sécurité des gens du voyage. Le projet d’aire d’accueil intégrera une approche paysagère. Un merlon Un merlon paysager et végétalisé sera aménagé en périphérie de l’aire d’accueil des gens du voyage. Ce dernier devra être conçu de manière à : - participer à la qualité d’accueil de ses occupants, - assurer une transition paysagère qualitative avec la future zone d’activité, - limiter les nuisances sonores futures liées à une éventuelle augmentation des flux à proximité de l’aire d’accueil. d’aménagement global descrit ci-dessus. Plan Local d’Urbanisme OAP INTERCOMMUNALES SEPTEMBRE 2019 Mundolsheim / Niederhaubergen / Souffelweyersheim Eurométropole de Strasbourg",forte,"Le passage prescrit l'aménagement d'un merlon paysager et végétalisé en périphérie de l'aire d'accueil des gens du voyage, destiné notamment à limiter les nuisances sonores liées à l'augmentation des flux à proximité. Il s'agit d'une règle autonome d'aménagement urbain (dispositif anti-bruit) liée à un projet d'accueil de population, donc dans le périmètre diagBruit, applicable à la zone spécifique de l'aire d'accueil.",prescription,opposable en compatibilité,autre,validé,False,,23,rejeté,doublon avec précédente
95d3871caefe158c101a466ab9e91c5b,10_246700488_orientations_amenagement_2_20260206.pdf,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,page,page 251,,zone_specifique,"l'habitat devra être protégé le plus possible des nuisances de la RD 1083 (bruit et pollution de l'air) et de la voie ferrée (bruit). Au-delà des préconisations citées ci-dessus, il sera possible de recourir à des dispositifs architecturaux adaptés de type façade double peau.","…tier tiendra en grande partie à la prise en compte, en amont, de ces contraintes et nuisances. Afin de limiter les impacts négatifs, il sera possible d’agir sur la composition globale (maillage des voies, ouvertures et fermetures visuelles, ...), les formes urbaines (implantation du bâti, hauteur du l'habitat devra être protégé le plus possible des nuisances de la RD 1083 (bruit et pollution de l'air) et de la voie ferrée (bruit). Au-delà des préconisations citées ci-dessus, il sera possible de recourir à des dispositifs architecturaux adaptés de type façade double peau. futurs bâtiments visant à aspirer de l'air (VMC, etc) ainsi que les éventuels jardins, balcons et terrasses seront privilégiés sur les façades qui ne sont pas orientées vers la RD 1083. Les bâtiments d'activités ou de stationnement, de plus grand gabarit, pourront jouer le rôle d'écran le long des i…",forte,"Le passage recommande de protéger l'habitat des nuisances sonores de la RD 1083 et de la voie ferrée en agissant sur la composition urbaine, les formes bâties et la programmation, avec des dispositifs architecturaux adaptés (façade double peau) et l'orientation des installations techniques et espaces extérieurs. Il s'agit d'une règle autonome relative à l'aménagement urbain et au bâti à proximité d'infrastructures bruyantes, distincte du classement sonore réglementaire. La portée est limitée géographiquement au secteur concerné par la RD 1083 et la voie ferrée, sans contour administratif automatique.",recommandation,opposable en compatibilité,lutte_bruit_existant,validé,False,,23,rejeté,doublon avec précédente
95d3871caefe158c101a466ab9e91c5b,11_246700488_orientations_amenagement_2_20260206.pdf,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,page,page 253,,zone_specifique,"Les activités économiques, de préférence industrielles, artisanales et petite logistique, seront concentrées le long des voies ferrées et au Sud du secteur, pour tirer parti de l'effet de vitrine en entrée d'agglomération et protéger le quartier de la Niedermatt sur le plan acoustique.","…sera encouragé. La qualité urbaine et architecturale sera une préoccupation tout au long du processus d'aménagement. 3.5. LE STATIONNEMENT La place de la voiture au sein du nouveau quartier sera limitée. Des espaces publics de qualité assureront le caractère agréable des parcours piétons au sein du Les activités économiques, de préférence industrielles, artisanales et petite logistique, seront concentrées le long des voies ferrées et au Sud du secteur, pour tirer parti de l'effet de vitrine en entrée d'agglomération et protéger le quartier de la Niedermatt sur le plan acoustique. Le nombre de logements à produire, ainsi que le taux de logements locatifs sociaux, devront se référer aux objectifs de production inscrits dans l'orientation d'aménagement et de programmation "" Habitat "". Au niveau de la partie destinée à l’habitat, les formes urbaines seront diversifiées : des mai…",forte,"Le passage organise la localisation des activités économiques (industrielles, artisanales, logistique) le long des voies ferrées et au Sud du secteur, en indiquant explicitement que cela permet de protéger le quartier de la Niedermatt sur le plan acoustique. Il s'agit d'une règle d'aménagement urbain (organisation spatiale des fonctions au sein du projet) motivée par la protection acoustique d'un quartier résidentiel, ce qui relève bien du périmètre diagBruit (aménagement urbain, pas seulement l'infrastructure ferroviaire elle-même). La portée est limitée à ce secteur d'OAP spécifique.",recommandation,opposable en compatibilité,lutte_bruit_existant,validé,False,,23,rejeté,doublon avec précédente
95d3871caefe158c101a466ab9e91c5b,14_246700488_orientations_amenagement_2_20260206.pdf,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,page,page 332,,zone_specifique,"Les hauteurs des bâtiments seront étudiées de manière à avoir de véritables qualités de protection acoustique. Dans une moindre mesure, le long de la voie structurante (rue E. Bugatti/Allée du Bohrie), les hauteurs devront prendre en compte le trafic de cette voie importante.","…oximité de la gare, et le long de la liaison Est-Ouest la plus proche du futur passage sur la voie ferrée. Elles permettront, entre autre, une protection contre le bruit du trafic ferroviaire ou routier. La façade ferroviaire sera traitée qualitativement, en tant qu'entrée de ville Sud par le train. Les hauteurs des bâtiments seront étudiées de manière à avoir de véritables qualités de protection acoustique. Dans une moindre mesure, le long de la voie structurante (rue E. Bugatti/Allée du Bohrie), les hauteurs devront prendre en compte le trafic de cette voie importante. de faire un quartier de ville hétérogène. Dans les deux extensions de zones d'activités de la Vigie et du Parc des Tanneries : des hauteurs similaires à l'existant seront requises, c'est-à-dire environ une douzaine de mètres, un peu moins pour le Parc des Tanneries. 3.5. INTÉGRATION QUALITATIVE DE L…",forte,"Le passage prescrit d'étudier les hauteurs des bâtiments pour leur donner des qualités de protection acoustique, en particulier le long de la voie structurante (rue E. Bugatti/Allée du Bohrie) exposée au trafic routier. Il s'agit bien d'une règle concernant des bâtiments (leur hauteur) en lien avec le bruit, donc dans le périmètre diagBruit. La règle est localisée à un secteur précis de l'OAP (le long de la voie structurante), sans référence à un classement sonore ou PEB préexistant, donc portée géométrique zone_specifique.",recommandation,opposable en compatibilité,lutte_bruit_existant,validé,False,,23,rejeté,doublons avec précédente
95d3871caefe158c101a466ab9e91c5b,16_246700488_orientations_amenagement_2_20260206.pdf,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,page,page 374,,zone_specifique,"des dispositifs architecturaux adaptés de type façade double peau pourront être mis en place et des dispositions en matière de construction pourront également répondre à cet aspect (isolation phonique,…)","…ce et participera à l'atténuation des nuisances sonores liées à la RD 63 dans ce secteur. D'autre part, afin de limiter les impacts négatifs, on pourra agir sur la composition globale (maillage des voies, ouvertures et fermetures visuelles, ...), les formes urbaines (implantation du bâti, hauteur du des dispositifs architecturaux adaptés de type façade double peau pourront être mis en place et des dispositions en matière de construction pourront également répondre à cet aspect (isolation phonique,…) 3.3. PRISE EN COMPTE ET MISE EN VALEUR DE L’ENVIRONNEMENT L'aménagement de la zone devra prendre en compte les sensibilités environnementales présentes sur le secteur. Le site est localisé à proximité d'éléments constitutifs de la trame verte et bleue : le canal de la Marne au Rhin à l'Ouest, et le…",forte,"Le passage recommande des dispositions urbaines et architecturales (composition urbaine, formes bâties, façades double peau, isolation phonique) pour limiter la diffusion du bruit lié à la RD 63 au sein du projet d'aménagement. Il s'agit d'une règle autonome concernant directement les bâtiments et l'aménagement, donc pleinement dans le périmètre diagBruit. La portée est limitée au secteur du projet OAP concerné, non à l'ensemble du document.",recommandation,opposable en compatibilité,lutte_bruit_existant,validé,False,,23,rejeté,doublons précédent
95d3871caefe158c101a466ab9e91c5b,20_246700488_orientations_amenagement_2_20260206.pdf,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,page,page 425,,administrative,"Afin d'atténuer les nuisances supportées par les futurs occupants, les bâtiments devront répondre aux exigences d'isolement acoustique (double peau, protections amovibles pour les prolongements extérieurs, etc).","…ée à raison de trois strates : herbacée, arbustive et arborée. Toute végétation existante à l’intérieur de la bande de 15 mètres devra être conservée. 3.5. PRISE EN COMPTE DES NUISANCES ET SÉCURITÉ Le bruit et la qualité de l'air devront être pris en compte dans le plan d’aménagement du projet et la Afin d'atténuer les nuisances supportées par les futurs occupants, les bâtiments devront répondre aux exigences d'isolement acoustique (double peau, protections amovibles pour les prolongements extérieurs, etc). d'activités et d'autre part, des usagers de la route. Pour ce faire, le projet devra prévoir le recul de ses constructions et mettre en place une clôture, aussi bien côté autoroute que côté voie ferrée, évitant tout accès vers ces infrastructures. 3.6. GESTION DE L’EAU 3.6.1. GESTION DES EAUX PLUVIA…",forte,"Le passage impose explicitement une prise en compte du bruit dans la conception des bâtiments et des exigences d'isolement acoustique pour les futurs occupants, ce qui constitue une règle autonome liée à un projet d'aménagement/construction, distincte d'un simple renvoi au classement sonore ou au PEB (aucune infrastructure classée n'est mentionnée ici).",prescription,opposable en compatibilité,lutte_bruit_existant,validé,False,,23,rejeté,doublon avec précédente
95d3871caefe158c101a466ab9e91c5b,24_246700488_orientations_amenagement_2_20260206.pdf,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,page,page 450,,zone_specifique,Renforcer l'isolation acoustique des constructions le long des infrastructures bruyantes : autoroute et contournement sud.,"Modification n° 4 Ville de Strasbourg Eurométropole de Strasbourg Renforcer l'isolation acoustique des constructions le long des infrastructures bruyantes : autoroute et contournement sud. et contournement sud. - Intégrer les problématiques de qualité de l'air dans le projet, tant d'un point de vue programmatique qu'urbain et architectural. - Intégrer les problématiques de sols pollués avérés et suspectés du site (ancien port industriel de Strasbourg). - Privilégier l'approvisionnemen…",forte,"Le passage constitue une OAP sectorielle qui prescrit un renforcement de l'isolation acoustique des constructions le long de l'autoroute et du contournement sud. Cette règle concerne directement les bâtiments à construire dans le secteur d'aménagement, donc bien dans le périmètre diagBruit. Elle va au-delà d'un simple renvoi au classement sonore puisqu'elle formule une exigence de renforcement de l'isolation, propre à cette OAP. La portée est limitée au secteur d'aménagement concerné par cette OAP (zone spécifique, non précisée par un contour administratif standard).",prescription,opposable en compatibilité,lutte_bruit_existant,validé,False,,23,rejeté,"trop vague, classmeent sonore et doublons"
95d3871caefe158c101a466ab9e91c5b,27_246700488_orientations_amenagement_2_20260206.pdf,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,page,page 504,OAP COMMUNALE COMMUNE DE STRASBOURG : « SECTEUR CARPE-HAUTE - JACOUTOT »,zone_specifique,"Renforcer l'isolation acoustique des constructions le long des voies classées comme infrastructures bruyantes : allée des Droits de l'Homme, route de la Wantzenau, chemin Goeb, et rue Boecklin.","définissant les périmètres de risque qui limitent l'activité et les constructions en fonction des potentiels de danger. Plan Local d’Urbanisme OAP COMMUNALES MAI 2024 Modification n° 4 Commune de Strasbourg Eurométropole de Strasbourg Renforcer l'isolation acoustique des constructions le long des voies classées comme infrastructures bruyantes : allée des Droits de l'Homme, route de la Wantzenau, chemin Goeb, et rue Boecklin. infrastructures bruyantes : allée des Droits de l'Homme, route de la Wantzenau, chemin Goeb, et rue Boecklin. - Maintenir la déchetterie sur son site actuel au niveau du giratoire de la rue de Rouen. - Développer l'activité maraîchère et le jardinage pour favoriser l'évolution vers de l'agriculture…",forte,"Le passage recommande de renforcer l'isolation acoustique des constructions le long de voies classées bruyantes précises. Bien que ces voies relèvent probablement du classement sonore déjà traité par diagBruit, ici la règle va au-delà d'un simple renvoi : elle formule une prescription/recommandation de renforcement de l'isolation acoustique directement dans l'OAP, ciblant des rues nommément désignées, ce qui constitue une règle autonome avec une portée géographique spécifique (zone_specifique).",recommandation,opposable en compatibilité,lutte_bruit_existant,validé,False,,23,rejeté,rappel classement sonore
95d3871caefe158c101a466ab9e91c5b,31_246700488_orientations_amenagement_2_20260206.pdf,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,page,page 622,"Secteur EPSAN, proximité RM301",zone_specifique,"les projets devront prendre en compte les enjeux de santé et de sécurité publique, au regard du bruit, notamment dans la gestion de la proximité avec la RM301 au Sud ainsi que de la qualité de l’air","…tante à maintenir » dans le schéma de principe ci-après devra être maintenu. 3.3. PROGRAMMATION Les bureaux liés aux activités des entreprises devront être orientés de sorte à ne pas être directement exposés à la RM301, afin de réduire les risques liés à la qualité de l’air et les nuisances sonores. les projets devront prendre en compte les enjeux de santé et de sécurité publique, au regard du bruit, notamment dans la gestion de la proximité avec la RM301 au Sud ainsi que de la qualité de l’air - 524 c - Carte n°1 : Schéma / Principes d’aménagements – Secteur EPSAN Plan Local d’Urbanisme OAP COMMUNALES MAI 2024 Modification n° 4 Commune de Vendenheim Eurométropole de Strasbourg",forte,"Le passage impose une prise en compte des nuisances sonores liées à la RM301 dans les projets d'aménagement du secteur EPSAN, ce qui constitue une règle autonome distincte du classement sonore (elle porte sur la conception des projets, pas seulement un renvoi à l'isolement standard). La portée est limitée au secteur EPSAN concerné par la proximité de la RM301.",prescription,opposable en compatibilité,lutte_bruit_existant,validé,False,,23,rejeté,doublons avec précédent
95d3871caefe158c101a466ab9e91c5b,18_246700488_orientations_amenagement_2_20260206.pdf,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,page,page 421,,administrative,"les bâtiments devront répondre aux exigences d'isolement acoustique conformément à la réglementation en vigueur. Les protections acoustiques permettant également d'aller au-delà des exigences réglementaires sont à privilégier (double peau, protections amovibles pour les prolongements extérieurs ...)","…route et les voies ferrées. Ainsi, le bruit et la qualité de l'air devront être pris en compte dans l'aménagement du projet (volumétrie, dispersion des nuisances, protections à mettre en place ...). Afin d'atténuer les nuisances supportées par les futurs occupants, les bâtiments devront répondre aux les bâtiments devront répondre aux exigences d'isolement acoustique conformément à la réglementation en vigueur. Les protections acoustiques permettant également d'aller au-delà des exigences réglementaires sont à privilégier (double peau, protections amovibles pour les prolongements extérieurs ...) n'émettant pas de polluants (particules PM, oxydes d'azote, ...) est à privilégier. Par ailleurs, les occupations et utilisations du sol excluront de la zone des constructions accueillant des personnes sensibles (enfants, personnes âgées, etc.). La sécurité devra être envisagée sous deux angles : d'…",totale,"Le passage impose une exigence d'isolement acoustique réglementaire pour les bâtiments et recommande d'aller au-delà des exigences standards (double peau, protections amovibles), ce qui constitue une règle autonome distincte du simple classement sonore ou PEB, applicable aux bâtiments à construire dans le secteur du projet (portée administrative faute de zone réglementaire précise).",recommandation,opposable en compatibilité,autre,validé,False,,33,rejeté,doublon avec précédente
95d3871caefe158c101a466ab9e91c5b,30_246700488_orientations_amenagement_2_20260206.pdf,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,page,page 622,RM301,zone_specifique,"Les bureaux liés aux activités des entreprises devront être orientés de sorte à ne pas être directement exposés à la RM301, afin de réduire les risques liés à la qualité de l’air et les nuisances sonores.","…ris végétal favorisera les essences locales, en lien étroit avec les fonctionnalités écologiques du site et développera au minimum deux strates végétales (arborées, arbustives ou herbacées). Les solutions d’infiltration des eaux pluviales seront privilégiées avec des matériaux naturels et connectées Les bureaux liés aux activités des entreprises devront être orientés de sorte à ne pas être directement exposés à la RM301, afin de réduire les risques liés à la qualité de l’air et les nuisances sonores. 3.4. PRISE EN COMPTE DES NUISANCES Afin de réduire l’exposition des personnes aux nuisances, les projets devront prendre en compte les enjeux de santé et de sécurité publique, au regard du bruit, notamment dans la gestion de la proximité avec la RM301 au Sud ainsi que de la qualité de l’air. Plan Lo…",totale,"Le passage impose une orientation des bâtiments (bureaux) pour réduire l'exposition aux nuisances sonores liées à la RM301, ce qui relève bien du périmètre diagBruit (règle affectant la conception des bâtiments, pas seulement l'infrastructure). Il ne s'agit pas d'un simple renvoi au classement sonore, mais d'une prescription d'orientation du bâti propre à cette OAP. La portée est limitée à la zone spécifique concernée par la proximité de la RM301.",prescription,opposable en compatibilité,autre,validé,False,,33,rejeté,doublon avec une des précédentes
