id_geometrie,id_gpu,id_occurrence,code_insee_commune,nature_zone,portee_geometrique,nom_document,communes,type_piece_source,reference_type,reference_precise,lien_web_document,zone_reglementaire_mentionnee,justification,validation_manuelle_commentaire,statut_verification_finale,date_traitement
16,95d3871caefe158c101a466ab9e91c5b,23_246700488_orientations_amenagement_2_20260206.pdf,,occurrence_locale,zone_specifique,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,page,page 449,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,OAP Communale COMMUNE DE STRASBOURG : « SECTEUR HEYRITZ »,"Le passage identifie la pollution sonore comme une contrainte environnementale à prendre en compte dans le développement de l'urbanisation de cette OAP, ce qui constitue une règle autonome relevant du périmètre diagBruit (prise en compte du bruit dans l'aménagement, pas un simple renvoi au classement sonore ou au PEB). Cependant la formulation reste générale et peu précise sur la nature concrète de la mesure à prendre, d'où une confiance modérée à faible.","Rappel simple de la nécessité de prendre en compte le bruit ""La localisation des programmations participe également à la création d'un territoire apaisé (nuisances sonores, accessibilité)."". L'OAP indique également l'obejctif de ""Renforcer l'isolation acoustique des constructions le long des infrastructures bruyantes : autoroute et contournement sud. "" mais sans préciser les objectifs chiffres de ce renforcement ",validé,2026-08-17
17,95d3871caefe158c101a466ab9e91c5b,25_246700488_orientations_amenagement_2_20260206.pdf,,occurrence_locale,zone_specifique,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,page,page 458,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,OAP Communale secteur Musau/Neudorf,"Le passage mentionne explicitement de 'prendre en compte les contraintes (bruit, pollution)' dans le cadre d'une OAP sectorielle, ce qui constitue une recommandation autonome liée au bruit pour l'aménagement du secteur concerné. La formulation reste toutefois vague et générique, sans précision sur la nature de la contrainte de bruit ni sur les mesures à prendre, d'où une confiance limitée dans l'extrait.","L'OAP est vague sur les mesures à prendre, mais au dela des rappels de classement sonore, elle met en evidence ""L'activité de l'aérodrome génère par ailleurs des nuisances sonores bien que celui-ci ne dispose pas à ce jour de plan d'exposition au bruit. "" et aussi ""Créer une continuité avec une ambiance « villageoise » (jardins, vergers, maisons individuelles) à l'Est""",corrigé,2026-08-17
18,95d3871caefe158c101a466ab9e91c5b,26_246700488_orientations_amenagement_2_20260206.pdf,,occurrence_locale,zone_specifique,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,page,page 483,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,OAP Communale COMMUNE DE STRASBOURG : « PORTE DES ROMAINS »,"Le passage identifie le bruit comme une contrainte à intégrer dans le secteur d'OAP, au même titre que la pollution de l'air et des sols. Il s'agit d'un simple constat d'enjeu sans détail sur une mesure concrète, mais cela oriente les objectifs du projet urbain (qualité des logements, accompagnement du TCSP) à prendre en compte cette nuisance. La formulation reste très générale et ne précise pas de prescription technique, d'où une confiance modérée dans l'extrait retenu.","L'OAP recommande d'intégrer le bruit dans les porjets, et pose comme objectif de ""Proposer des logements de qualit""",corrigé,2026-08-17
19,95d3871caefe158c101a466ab9e91c5b,28_246700488_orientations_amenagement_2_20260206.pdf,,occurrence_locale,zone_specifique,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,page,page 510,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,OAP Communale COMMUNE DE STRASBOURG : « SECTEUR PETIT-MARAIS - SINGRIST »,"Le passage demande explicitement de prendre en compte le bruit lié à la proximité de la voie ferrée et de la route de Schirmeck dans la conception des projets, afin de réduire l'exposition des personnes aux nuisances. Il s'agit d'une règle liée au bruit existant à proximité des futures constructions, donc dans le périmètre diagBruit. La formulation reste toutefois générale et peu précise sur les mesures concrètes attendues.","L'OAP exprime clairement le besoin de prendre en compte le bruit dans la conception des logements, notamments ceux proches de la route de Schrimeck ""Afin de réduire l’exposition des personnes aux nuisances, les projets devront prendre en compte les enjeux de santé et de sécurité publique, au regard : du bruit, notamment dans la gestion de la proximité avec la voie ferrée au nord et de la route de Schirmeck au sud,""",corrigé,2026-08-17
20,95d3871caefe158c101a466ab9e91c5b,29_246700488_orientations_amenagement_2_20260206.pdf,,occurrence_locale,zone_specifique,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,page,page 622,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,OAP Communale COMMUNE DE VENDENHEIM : « SECTEUR EPSAN » ,"Le passage prescrit une frange végétalisée le long de la RM301 pour atténuer les nuisances sonores (et la qualité de l'air) subies par le secteur aménagé, ce qui concerne bien l'aménagement urbain à proximité d'une infrastructure de transport, et non l'infrastructure elle-même. Ce n'est pas un simple renvoi au classement sonore : il s'agit d'une mesure d'aménagement paysager spécifique (frange végétalisée avec strates végétales) allant au-delà de l'isolement acoustique réglementaire standard. La règle s'applique à un secteur spécifique du projet en limite de la RM301, donc portée géométrique zone_specifique.","L'OAP rappelle que ""Afin de réduire l’exposition des personnes aux nuisances, les projets devront prendre en compte les enjeux de santé et de sécurité publique, au regard du bruit, notamment dans la gestion de la proximité avec la RM301 au Sud"" et insite sur les effets bénéfique de la végétalisation. Attention, si la végétalisation dminiue la gêne, elle ne réduit pas frcé&ment les niveaux de bruit (sauf grande distance et conditions particulières). enfin, ""Les bureaux liés aux activités des entreprises devront être orientés de sorte à ne pas être directement exposés à la RM301, afin de réduire les risques liés à la qualité de l’air et les nuisances sonores""",corrigé,2026-08-17
21,95d3871caefe158c101a466ab9e91c5b,2_246700488_orientations_amenagement_1_20260206.pdf,,occurrence_locale,zone_specifique,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,page,page 121,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_1_20260206.pdf,"Les zones en dépassements réglementaires et en dépassements réglementaires potentiels, regroupées sous l’appellation « zone de dépassement » + Les zones tampons autour des infrastructures, appelées « zone tampon »","Le passage prescrit des mesures d'aménagement urbain (implantation des bâtiments, effet barrière, hauteur minimale) dans une zone tampon le long d'une voie, explicitement pour lutter contre le bruit (et la pollution) : c'est une règle autonome relevant du périmètre diagBruit, appliquée à une zone spécifique (zone tampon en bordure de voie) et non à l'ensemble du territoire.","l'OAP Air Climat Energie impose de mettre en oeuver (et de justifier cette mise en oeuvre) les principes d'aménagement suivant : Créer un effet barrière au bruit et à la pollution par l’implantation d’un bâtiment haut en première ligne. Il est admis qu’un bâtiment implanté en première ligne et présentant une hauteur minimale de R+3 participe à créer un effet barrière, dès lors que cette hauteur est par ailleurs autorisée par le règlement. Adapter la morphologie urbaine pour influencer la dispersion des polluants et la ventilation, et limiter ainsi la création de rues canyons",corrigé,2026-08-17
22,95d3871caefe158c101a466ab9e91c5b,2_246700488_orientations_amenagement_2_20260206.pdf,,occurrence_locale,zone_specifique,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,page,page 102,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,OAP Communale COMMUNE DE GEISPOLSHEIM : « ENTRÉE NORD ROUTE D’ENTZHEIM »,"Le passage impose que la partie Nord de la zone, exposée au bruit de l'autoroute A35, fasse l'objet d'un traitement particulier via les formes urbaines et architecturales (implantation, hauteurs, orientation des bâtiments) pour limiter l'exposition des populations au bruit. Il ne s'agit pas d'un simple renvoi au classement sonore mais d'une prescription d'urbanisme autonome concernant l'aménagement du bâti, donc bien dans le périmètre diagBruit. La portée est limitée à la partie Nord de la zone concernée, sans contour automatique disponible.","""La partie Nord de la zone, donnant directement vers l'autoroute A35, doit faire l'objet d'un traitement particulier afin de préserver les futurs habitants des éventuelles nuisances (bruit, covisibilité, pollution de l'air). Afin de limiter les impacts de ces nuisances, tout aménagement doit favoriser des formes urbaines et architecturales permettant la limitation de l'exposition des populations, par exemple en travaillant sur l'implantation et les hauteurs du bâti, l'orientation ou la forme des logements. Par exemple, les bâtiments Plan Local d’Urbanisme OAP COMMUNALES SEPTEMBRE 2019 Commune de Geispolsheim Eurométropole de Strasbourg - 89 - de plus grand gabarit pouvent jouer le rôle d'écran. L'orientation des ouvertures, balcons, pièces de vie, etc, doit être privilégiée sur les façades qui ne sont pas orientées vers l'autoroute. Les installations techniques visant à aspirer de l'air (VMC, …) sont privilégiées sur les façades qui ne sont pas orientées vers l'autoroute. Dans le but de réduire les nuisances, il sera possible de recourir à des dispositifs architecturaux améliorant la ventilation et l'isolation phonique de type façade double.""",corrigé,2026-08-17
23,95d3871caefe158c101a466ab9e91c5b,3_246700488_orientations_amenagement_2_20260206.pdf,,occurrence_locale,zone_specifique,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,page,page 113,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,COMMUNE DE GEISPOLSHEIM : « GARE ENTRÉE OUEST »,"Le passage recommande l'implantation privilégiée d'un équipement de type festif à un endroit précis (Ouest de la partie Nord) afin de maintenir les constructions à l'abri des nuisances sonores et automobiles. C'est une règle d'aménagement urbain liée au bruit, localisée à une zone spécifique du document, donc dans le périmètre diagBruit.","Cette OAP définit la construction de nouveaux équipement comme un moyen de lutte contre le bruit des routes, par effet ""cran"". Attention toutefois à ce que ces équipement ne deviennent pas des sources de bruit",corrigé,2026-08-17
24,95d3871caefe158c101a466ab9e91c5b,4_246700488_orientations_amenagement_1_20260206.pdf,,occurrence_locale,zone_specifique,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,page,page 203,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_1_20260206.pdf,OAP Métropolitaine SECTEUR D’ENJEUX D’AGGLOMÉRATION : « COEUR MÉTROPOLITAIN DEUX-RIVES »,"Le passage identifie des contraintes de bruit et nuisances acoustiques liées au trafic routier et ferroviaire à proximité du port, à prendre en compte dans les choix programmatiques du site. Il s'agit d'une orientation qui concerne l'aménagement du site (choix programmatiques, donc urbanisation à proximité des infrastructures), mais la formulation reste très générale et ne précise pas de mesure concrète, d'où une confiance limitée. La portée est circonscrite au site métropolitain décrit dans le contexte, pas à l'ensemble du document.","C'est vague, mais l'OAP incite les aménageurs à prendre en compte le bruit et les autres nuisances fortes dans les ""choix programmatiques"", i.e : les phases très amont des projets",validé,2026-08-17
25,95d3871caefe158c101a466ab9e91c5b,4_246700488_orientations_amenagement_2_20260206.pdf,,occurrence_locale,zone_specifique,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,page,page 165,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,OAP Communale COMMUNE DE ILLKIRCH-GRAFFENSTADEN : « SECTEUR HURON »,"Le passage prescrit que le projet urbain doit intégrer des dispositions constructives pour prendre en compte les nuisances sonores liées à la route de Lyon, au tramway et à des équipements publics. Il ne s'agit pas d'un simple renvoi au classement sonore mais d'une exigence propre à l'OAP visant les futures constructions. La règle s'applique à une zone spécifique du secteur de projet (Sud et Est), donc portée géométrique zone_specifique.","Le passage prescrit que le projet urbain doit intégrer des dispositions constructives pour prendre en compte les nuisances sonores liées à la route de Lyon, au tramway et à des équipements publics",corrigé,2026-08-17
26,95d3871caefe158c101a466ab9e91c5b,5_246700488_orientations_amenagement_2_20260206.pdf,,occurrence_locale,zone_specifique,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,page,page 190,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,OAP Communale COMMUNE DE ILLKIRCH-GRAFFENSTADEN : « SECTEUR SUD DE LA ZAC PII - PARC D’INNOVATION »,"Le passage prescrit un recul inconstructible de 30 mètres par rapport à l'axe de la Route du Rhin pour se prémunir des nuisances sonores, ce qui constitue une règle d'urbanisme autonome (implantation des constructions) et non un simple renvoi au classement sonore ou au PEB. Cette règle concerne bien l'urbanisation à proximité de l'infrastructure (constructibilité des terrains riverains), donc elle relève du périmètre diagBruit et non uniquement de l'infrastructure elle-même. La zone concernée (le parc d'innovation le long de la RM 468) est une zone spécifique du PLU, sans contour administratif générique.","recul inconstructible de 30 mètres obligatoire par rapport à la RM 468, ""traitées obligatoirement en espaces verts (avec notamment la plantation d'arbres de haute tige) sur 60 % de leur profondeur en bordure de l'alignement pour les reculs inférieurs ou égaux à 15 m et 30 % pour les reculs supérieurs à 15 m""",corrigé,2026-08-17
27,95d3871caefe158c101a466ab9e91c5b,6_246700488_orientations_amenagement_1_20260206.pdf,,occurrence_locale,zone_specifique,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,page,page 270,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_1_20260206.pdf,OAP Métropolitaine SECTEUR D’ENJEUX D’AGGLOMÉRATION : « ZONE COMMERCIALE NORD »,"Le passage contient deux prescriptions autonomes liées au bruit, distinctes du simple classement sonore : (1) interdiction d'implanter les VMC des futurs bâtiments sur les façades donnant sur l'A4 et la RD 63, et (2) obligation de dispositifs d'isolation acoustique pour les constructions situées dans les zones de bruit liées aux infrastructures de transport terrestre. Ces règles vont au-delà d'un simple renvoi au classement sonore standard car elles imposent des mesures constructives précises (localisation des équipements techniques, isolation) applicables aux bâtiments eux-mêmes, ce qui relève bien du périmètre diagBruit. La portée est géométriquement limitée aux abords de l'A4/RD63 et aux zones de bruit identifiées, donc zone_specifique.","sur les secteurs ""zones de bruit liées aux infrastructures de transport terrestre / façades sur A4 et RD 63"", l'OAP interdit ""d'implanter les VMC des futurs bâtiments sur les façades donnant sur l'A4 et la RD 63"". Il s'agit de  ""Intégrer les différentes nuisances du site pour proposer des solutions urbaines, paysagères et architecturales permettant la cohabitation avec du logement : route de Strasbourg (RD 263 : qualité d'air et pollution sonore), autoroutes (qualité d'air et pollution sonore), voie ferrée à l'ouest (pollution sonore), zone commerciale (ponctuellement selon les activités : qualité d'air, pollution sonore, vues peu qualitatives). Cette contextualisation implique également une organisation des logements et un traitement des façades et prolongements extérieurs spécifiques.""",validé,2026-08-17
28,95d3871caefe158c101a466ab9e91c5b,6_246700488_orientations_amenagement_2_20260206.pdf,,occurrence_locale,zone_specifique,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,page,page 233,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,OAP Communale COMMUNE DE LA WANTZENAU : « SECTEUR DU SCHWEMMLOCH »,"Le passage identifie un secteur d'aménagement soumis aux nuisances sonores des RD 223, 468 et de la voie ferrée, et recommande d'agir sur la composition urbaine (maillage des voies, ouvertures/fermetures visuelles) et les formes urbaines (implantation et hauteur du bâti) pour limiter les impacts du bruit sur le futur quartier. Cette règle concerne bien l'aménagement urbain et le bâti à proximité des infrastructures, pas seulement les infrastructures elles-mêmes, et va au-delà d'un simple renvoi au classement sonore puisqu'elle prescrit des dispositions de composition urbaine et de forme bâtie.","l'OAP indique que la réussite du quartier va dépendre de la prise en compte des nuisances sonore, au travers de ""composition urbaine (maillage des voies, ouvertures/fermetures visuelles) et les formes urbaines (implantation et hauteur du bâti)""",validé,2026-08-17
29,95d3871caefe158c101a466ab9e91c5b,7_246700488_orientations_amenagement_2_20260206.pdf,,occurrence_locale,zone_specifique,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,page,page 236,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,OAP Communale COMMUNE DE LA WANTZENAU : « SECTEUR TRISSERMATT »,"Le passage identifie une zone spécifique de l'OAP soumise aux nuisances sonores de la voie ferrée et recommande d'agir sur la composition urbaine (maillage des voies, orientation, implantation et hauteur du bâti) dès la conception du projet d'aménagement pour limiter les impacts. Ceci concerne directement la conception des bâtiments et de l'aménagement urbain, donc dans le périmètre diagBruit. Il ne s'agit pas d'un simple renvoi au classement sonore ou au PEB, mais d'une recommandation autonome sur les formes urbaines à adopter. La portée est limitée à cette zone d'OAP particulière, non à l'ensemble du document.","L'OAP ecommande de luttre contreles nuisances sonore de la voie ferrée, des la conception du projet, en agissant sur la composition globale (maillage des voies, ouvertures et fermetures visuelles, ...) et/ou sur les formes urbaines (implantation du bâti, hauteur du bâti",corrigé,2026-08-17
30,95d3871caefe158c101a466ab9e91c5b,8_246700488_orientations_amenagement_2_20260206.pdf,,occurrence_locale,zone_specifique,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,"Achenheim, Bischheim, Blaesheim, Breuschwickersheim, Eckbolsheim, Eckwersheim, Entzheim, Eschau, Fegersheim, Geispolsheim, Hangenbieten, Holtzheim, Hœnheim, Illkirch-Graffenstaden, Kolbsheim, La Wantzenau, Lampertheim, Lingolsheim, Lipsheim, Mittelhausbergen, Mundolsheim, Niederhausbergen, Oberhausbergen, Oberschaeffolsheim, Osthoffen, Ostwald, Plobsheim, Reichstett, Schiltigheim, Souffelweyersheim, Strasbourg, Vendenheim, Wolfisheim",OAP,page,page 251,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,OAP Communale COMMUNE DE LIPSHEIM : « SECTEUR NIEDERMATT »,"Le passage recommande de fermer relativement les façades latérales Est et Ouest des bâtiments pour des raisons acoustiques, en lien avec la voirie traversant le quartier. C'est une règle d'aménagement/orientation des bâtiments liée au bruit, donc dans le périmètre diagBruit, applicable à une zone d'OAP spécifique.","Sur ce secteur, les questions accoustiques sontclairement identifiées comme étant centrale par le cahpitre 3.2.1 : 3.2.1. La prise en compte des nuisances Le quartier de la Niedermatt est particulièrement soumis aux nuisances liées à la présence des infrastructures de transport qui génèrent un effet de coupure, des nuisances sonores et de la pollution atmosphérique. La réussite de ce futur quartier tiendra en grande partie à la prise en compte, en amont, de ces contraintes et nuisances. Afin de limiter les impacts négatifs, il sera possible d’agir sur la composition globale (maillage des voies, ouvertures et fermetures visuelles, ...), les formes urbaines (implantation du bâti, hauteur du bâti, ...) et la programmation (localisation et répartition des différents programmes, ...). Ainsi, l'habitat devra être protégé le plus possible des nuisances de la RD 1083 (bruit et pollution de l'air) et de la voie ferrée (bruit). Au-delà des préconisations citées ci-dessus, il sera possible de recourir à des dispositifs architecturaux adaptés de type façade double peau. Les installations techniques des futurs bâtiments visant à aspirer de l'air (VMC, etc) ainsi que les éventuels jardins, balcons et terrasses seront privilégiés sur les façades qui ne sont pas orientées vers la RD 1083. Les bâtiments d'activités ou de stationnement, de plus grand gabarit, pourront jouer le rôle d'écran le long des infrastructures. ",validé,2026-08-17
