id_gpu,id_occurrence,type_piece_source,lien_web_document,reference_type,reference_precise,zone_reglementaire_mentionnee,portee_geometrique,extrait_significatif,contexte_documentaire,confiance_extrait,justification,nature_occurrence,nature_juridique_piece,nature_sonore_zone,statut_verification,ocr_utilise,ocr_confiance,date_traitement
274e0297eee8a3b4d7650c9c8d2c950f,4_200034635_reglement_20251211.pdf,règlement écrit,https://www.geoportail-urbanisme.gouv.fr/api/document/274e0297eee8a3b4d7650c9c8d2c950f/files/200034635_reglement_20251211.pdf,alinea,"Article 2.2., alinéa 2",,administrative,"Les pompes à chaleur et autres dispositifs de climatisation, ainsi que les équipements liés au fonctionnement des piscines devront être implantés de manière à présenter le moins possible de nuisances sonores pour le voisinage dans la mesure où les conditions techniques d’implantation le permettent.","…mètres et dont l’emprise au sol n’excède pas 40 m². Les dispositions de l’alinéa 2 relatif à l’implantation sur limites séparatives restent applicables. ▪ Aux piscines, qui devront s'implanter avec un retrait minimal de 1 mètre des limites séparatives. Le recul sera mesuré depuis le bord du bassin. Les pompes à chaleur et autres dispositifs de climatisation, ainsi que les équipements liés au fonctionnement des piscines devront être implantés de manière à présenter le moins possible de nuisances sonores pour le voisinage dans la mesure où les conditions techniques d’implantation le permettent. d’implantation le permettent. Disposition spécifique au secteur UBc : Non réglementé",totale,"Le passage impose une prescription/recommandation limitant les nuisances sonores générées par les pompes à chaleur, dispositifs de climatisation et équipements de piscines pour le voisinage. C'est bien lié aux bâtiments et à leur impact sonore sur l'urbanisation environnante, donc dans le périmètre diagBruit. Aucune limite spatiale spécifique n'est mentionnée, la règle semble s'appliquer à l'ensemble de la zone réglementaire du document (portée administrative par défaut).",recommandation,opposable en conformité,autre,validé,False,,2026-08-26
274e0297eee8a3b4d7650c9c8d2c950f,5_200034635_reglement_20251211.pdf,règlement écrit,https://www.geoportail-urbanisme.gouv.fr/api/document/274e0297eee8a3b4d7650c9c8d2c950f/files/200034635_reglement_20251211.pdf,alinea,Article 2.7.,,administrative,"▪ Les pompes à chaleur ou dispositifs de climatisation installés en façade de la construction doivent être implantés sur la façade où ils présentent le moins de nuisances visuelles et/ou sonores pour le voisinage dans la mesure où les conditions techniques d’implantation le permettent. 4. Ouvertures : ▪ En façade sur rue, les ouvertures des constructions à usage d’habitation, hors annexes, doivent être plus hautes que larges. Les ouvertures en soubassement (type soupiraux) ne","…e des décrochements ou éléments architecturaux ayant pour but de rompre la linéarité de la façade. ▪ Les couleurs des façades et les matériaux utilisés devront s’intégrer harmonieusement avec le cadre bâti environnant et se rapprocher des couleurs du nuancier figurant en annexe du présent règlement. ▪ Les pompes à chaleur ou dispositifs de climatisation installés en façade de la construction doivent être implantés sur la façade où ils présentent le moins de nuisances visuelles et/ou sonores pour le voisinage dans la mesure où les conditions techniques d’implantation le permettent. 4. Ouvertures : ▪ En façade sur rue, les ouvertures des constructions à usage d’habitation, hors annexes, doivent être plus hautes que larges. Les ouvertures en soubassement (type soupiraux) ne sont pas concernées par cette présente disposition. ▪ La longueur cumulée des lucarnes ne devra pas représenter plus de 40% de la longueur du pan de toiture. CdC Kochersberg-Ackerland I Règlement écrit I Atelier [inSitu] - VB Process - I Approuvé le 10 décembre 2019 – M1 le 30 juin 2022 - M2 le 18 s…",totale,"Le passage impose que les pompes à chaleur ou climatiseurs installés en façade soient placés de manière à limiter les nuisances sonores pour le voisinage, ce qui constitue une règle autonome liée au bruit dans le cadre de projets de construction (périmètre diagBruit). La règle s'applique à l'ensemble du règlement sans zone spécifique mentionnée.",prescription,opposable en conformité,autre,validé,False,,2026-08-26
274e0297eee8a3b4d7650c9c8d2c950f,6_200034635_reglement_20251211.pdf,règlement écrit,https://www.geoportail-urbanisme.gouv.fr/api/document/274e0297eee8a3b4d7650c9c8d2c950f/files/200034635_reglement_20251211.pdf,alinea,Article 2.7.,,administrative,Les pompes à chaleur ou dispositifs de climatisation installés en façade de la construction doivent être implantés sur la façade où ils présentent le moins de nuisances visuelles et/ou sonores pour le voisinage dans la mesure où les conditions techniques d’implantation le permettent.,…hoisis parmi les teintes définies par les couvertures de l’habitat existant situé dans l’environnement immédiat. 2. Façades : ▪ Toute nouvelle construction présentant une façade sur rue de plus de 20 mètres ne peut être réalisée sans introduire des décrochements ou éléments architecturaux ayant pour Les pompes à chaleur ou dispositifs de climatisation installés en façade de la construction doivent être implantés sur la façade où ils présentent le moins de nuisances visuelles et/ou sonores pour le voisinage dans la mesure où les conditions techniques d’implantation le permettent. permettent. CdC Kochersberg-Ackerland I Règlement écrit I Atelier [inSitu] - VB Process - I Approuvé le 10 décembre 2019 – M1 le 30 juin 2022 - M2 le 18 septembre 2025 I page 45,forte,"Le passage impose que les pompes à chaleur et dispositifs de climatisation en façade soient implantés de manière à minimiser les nuisances sonores pour le voisinage, ce qui constitue une règle autonome liée au bruit dans le cadre de constructions, applicable à l'ensemble du territoire couvert par le règlement (pas de zone spécifique mentionnée).",prescription,opposable en conformité,autre,validé,False,,2026-08-26
274e0297eee8a3b4d7650c9c8d2c950f,7_200034635_reglement_20251211.pdf,règlement écrit,https://www.geoportail-urbanisme.gouv.fr/api/document/274e0297eee8a3b4d7650c9c8d2c950f/files/200034635_reglement_20251211.pdf,alinea,"Article 2.2., alinéa 2",1AU,zone_specifique,"Les pompes à chaleur et autres dispositifs de climatisation, ainsi que les équipements liés au fonctionnement des piscines devront être implantés de manière à présenter le moins possible de nuisances sonores pour le voisinage dans la mesure où les conditions techniques d’implantation le permettent.","M1 le 30 juin 2022 - M2 le 18 septembre 2025 I page 81 Les pompes à chaleur et autres dispositifs de climatisation, ainsi que les équipements liés au fonctionnement des piscines devront être implantés de manière à présenter le moins possible de nuisances sonores pour le voisinage dans la mesure où les conditions techniques d’implantation le permettent. Article 2.2. 1AU - Implantation des constructions les unes par rapport aux autres sur une même propriété 1. L’accès des services de lutte contre l’incendie doit pouvoir être assuré en tous points nécessaires. 2. Une distance minimale peut être exigée entre deux constructions à usage d’habitation pou…",totale,"Le passage impose une règle autonome d'implantation des équipements bruyants (PAC, climatisation, piscines) pour limiter les nuisances sonores pour le voisinage, dans la zone 1AU. Il s'agit d'une prescription liée à des équipements de bâtiments, donc dans le périmètre diagBruit, sans lien avec le classement sonore ou le PEB.",prescription,opposable en conformité,lutte_bruit_existant,validé,False,,2026-08-26
274e0297eee8a3b4d7650c9c8d2c950f,8_200034635_reglement_20251211.pdf,règlement écrit,https://www.geoportail-urbanisme.gouv.fr/api/document/274e0297eee8a3b4d7650c9c8d2c950f/files/200034635_reglement_20251211.pdf,alinea,Article 2.5.,,administrative,avec le cadre bâti environnant et se rapprocher des couleurs du nuancier figurant en annexe du présent règlement. ▪ Les pompes à chaleur ou dispositifs de climatisation installés en façade de la construction doivent être implantés sur la façade où ils présentent le moins de nuisances visuelles et/ou sonores pour le voisinage dans la mesure où les conditions techniques d’implantation le permettent. 4. Ouvertures :,…oute nouvelle construction présentant une façade sur rue de plus de 20 mètres ne peut être réalisée sans introduire des décrochements ou éléments architecturaux ayant pour but de rompre la linéarité de la façade. ▪ Les couleurs des façades et les matériaux utilisés devront s’intégrer harmonieusement avec le cadre bâti environnant et se rapprocher des couleurs du nuancier figurant en annexe du présent règlement. ▪ Les pompes à chaleur ou dispositifs de climatisation installés en façade de la construction doivent être implantés sur la façade où ils présentent le moins de nuisances visuelles et/ou sonores pour le voisinage dans la mesure où les conditions techniques d’implantation le permettent. 4. Ouvertures : ▪ La longueur cumulée des lucarnes ne devra pas représenter plus de 40% de la longueur du pan de toiture. 5. Orientations : ▪ Une orientation spécifique de la construction pourra être exigée afin de respecter l’organisation du bâti traditionnel voisin. 6. Clôtures : Définitions : ▪ La hauteur des cl…,totale,"Le passage impose que les pompes à chaleur ou dispositifs de climatisation en façade soient implantés de manière à limiter les nuisances sonores pour le voisinage. Il s'agit d'une règle autonome liée au bruit, applicable à l'ensemble du document (aucune zone spécifique mentionnée), et concernant directement les bâtiments, donc pleinement dans le périmètre diagBruit.",prescription,opposable en conformité,autre,validé,False,,2026-08-26
274e0297eee8a3b4d7650c9c8d2c950f,9_200034635_reglement_20251211.pdf,règlement écrit,https://www.geoportail-urbanisme.gouv.fr/api/document/274e0297eee8a3b4d7650c9c8d2c950f/files/200034635_reglement_20251211.pdf,alinea,Article 2.5.,,administrative,"doivent être implantés sur la façade où ils présentent le moins de nuisances visuelles et/ou sonores pour le voisinage dans la mesure où les conditions techniques d’implantation le permettent. 2. Clôtures : Définitions : ▪ La hauteur des clôtures sur rue est mesurée verticalement par rapport au niveau de l’emprise publique au droit de la clôture. Les éventuels murs de soutènement sont inclus dans cette hauteur. Nonobstant les règles de hauteur figurant en dispositions générales,","…ouvelle construction présentant une façade sur rue de plus de 20 mètres ne peut être réalisée sans introduire des décrochements ou éléments architecturaux ayant pour but de rompre la linéarité de la façade. ▪ Les pompes à chaleur ou dispositifs de climatisation installés en façade de la construction doivent être implantés sur la façade où ils présentent le moins de nuisances visuelles et/ou sonores pour le voisinage dans la mesure où les conditions techniques d’implantation le permettent. 2. Clôtures : Définitions : ▪ La hauteur des clôtures sur rue est mesurée verticalement par rapport au niveau de l’emprise publique au droit de la clôture. Les éventuels murs de soutènement sont inclus dans cette hauteur. Nonobstant les règles de hauteur figurant en dispositions générales, la création d’une clôture à larges mailles d’une hauteur maximale de 1,1m restera possible en surplomb du mur de soutènement. Ces dispositions ne concernent pas les terrains situés en contrebas de la rue. ▪ La hauteur des clôtures en limite séparative est mesurée verticalement du terrain naturel à l…",totale,"Le passage impose que les pompes à chaleur et dispositifs de climatisation en façade soient positionnés de manière à limiter les nuisances sonores pour le voisinage. Il s'agit d'une prescription autonome liée au bruit de voisinage généré par des équipements de bâtiments, dans le périmètre de diagBruit, applicable à l'ensemble du zonage couvert par le document (aucune zone spécifique mentionnée).",prescription,opposable en conformité,autre,validé,False,,2026-08-26
70fe46752c08fc68eb2f95c554562007,1_67045_reglement_20250908.pdf,règlement écrit,https://www.geoportail-urbanisme.gouv.fr/api/document/70fe46752c08fc68eb2f95c554562007/files/67045_reglement_20250908.pdf,alinea,Article 2,zone D du PEB de l'aérodrome de Strasbourg-Entzheim,zone_specifique,"Les constructions, dans la zone de bruit D définie par le plan d’exposition aux bruits des aéronefs de l’aérodrome de Strasbourg-Entzheim, doivent faire l’objet de mesures d’isolation acoustique dans les conditions prévues à l’article L. 147-6 du Code de l'Urbanisme.","- Les constructions à usage d’habitation à la condition supplémentaire qu’elles soient
édifiées en dehors de la zone de risque liée à l’ammoniac des installations réfrigérantes
de la brasserie Kronenbourg. Les constructions, dans la zone de bruit D définie par le plan d’exposition aux bruits des aéronefs de l’aérodrome de Strasbourg-Entzheim, doivent faire l’objet de mesures d’isolation acoustique dans les conditions prévues à l’article L. 147-6 du Code de l'Urbanisme. Dans le secteur de zone UX3",totale,"Le passage impose une obligation de mesures d'isolation acoustique aux constructions situées dans la zone D du PEB. Contrairement à un simple renvoi, il s'agit ici d'une prescription qui vise explicitement les constructions (bâtiments), avec un renvoi à l'article L.147-6 du Code de l'urbanisme qui prévoit des règles d'isolement spécifiques au PEB — cela reste dans le périmètre diagBruit car cela concerne des projets de construction de bâtiments. La règle est autonome dans la mesure où elle formalise explicitement dans le règlement d'urbanisme une obligation qui pourrait sinon n'être qu'implicite. La portée est limitée à la zone D du PEB, qui nécessite un tracé spécifique.",prescription,opposable en conformité,autre,validé,True,élevée,2026-08-26
70fe46752c08fc68eb2f95c554562007,2_67045_reglement_20250908.pdf,règlement écrit,https://www.geoportail-urbanisme.gouv.fr/api/document/70fe46752c08fc68eb2f95c554562007/files/67045_reglement_20250908.pdf,alinea,Article 1,,zone_specifique,"à condition que les activités exercées ne créent pas de nuisances (bruit, fumée, odeur, poussière, trépidations, etc.) ou de dangers incompatibles avec le caractère résidentiel de la zone","- Les constructions à condition qu’elles soient à usage d'habitation, d'équipement
collectif ou de stationnement, à condition que les activités exercées ne créent pas de nuisances (bruit, fumée, odeur, poussière, trépidations, etc.) ou de dangers incompatibles avec le caractère résidentiel de la zone - Les lotissements à condition qu’ils soient à usage principal d'habitation,",forte,"Le passage impose une condition d'admissibilité pour certaines constructions (artisanat, commerce, hôtellerie, bureaux, services, usage viticole) dans une zone à caractère résidentiel : les activités ne doivent pas créer de nuisances, dont le bruit est explicitement cité. Cette règle est autonome par rapport au classement sonore des voies ou au PEB, et vise à préserver le caractère résidentiel de la zone en limitant les nuisances sonores générées par les activités elles-mêmes, ce qui relève du périmètre diagBruit. La règle s'applique à une zone réglementaire spécifique (non précisée dans l'extrait mais visiblement un zonage particulier à caractère résidentiel) dont le contour n'est pas automatiquement disponible.",prescription,opposable en conformité,autre,validé,True,élevée,2026-08-26
70fe46752c08fc68eb2f95c554562007,3_67045_reglement_20250908.pdf,règlement écrit,https://www.geoportail-urbanisme.gouv.fr/api/document/70fe46752c08fc68eb2f95c554562007/files/67045_reglement_20250908.pdf,alinea,Article 2,Zone de bruit D du PEB de l'aérodrome de Strasbourg-Entzheim,zone_specifique,"Les constructions, dans la zone de bruit D définie par le plan d’exposition aux bruits des aéronefs de l’aérodrome de Strasbourg-Entzheim, doivent faire l’objet de mesures d'isolation acoustique prévues à l’article L.147-6 du Code de l’Urbanisme.","- qu'elles soient nécessaires aux personnels dont la présence sur place est
directement liée à l'activité de l'exploitation agricole,
- qu’elles soient situées en dehors de la zone de risque ammoniac. Les constructions, dans la zone de bruit D définie par le plan d’exposition aux bruits des aéronefs de l’aérodrome de Strasbourg-Entzheim, doivent faire l’objet de mesures d'isolation acoustique prévues à l’article L.147-6 du Code de l’Urbanisme. Dans le secteur Ab",forte,"Le passage impose une mesure d'isolation acoustique au titre de l'article L.147-6 du Code de l'Urbanisme pour les constructions situées en zone D du PEB. Bien que le PEB soit déjà traité par ailleurs par diagBruit, ici l'exigence porte spécifiquement sur les constructions elles-mêmes (isolation acoustique), ce qui constitue une prescription applicable aux bâtiments et non un simple renvoi générique sans conséquence sur les projets de construction. Retenu comme règle autonome avec portée géométrique liée à la zone D du PEB.",prescription,opposable en conformité,autre,validé,True,élevée,2026-08-26
70fe46752c08fc68eb2f95c554562007,4_67045_reglement_20250908.pdf,règlement écrit,https://www.geoportail-urbanisme.gouv.fr/api/document/70fe46752c08fc68eb2f95c554562007/files/67045_reglement_20250908.pdf,alinea,Article 2,Zone de bruit D du PEB de l'aérodrome de Strasbourg-Entzheim (secteur Ab),zone_specifique,"Dans la zone de bruit D définie par le plan d’exposition aux bruits des aéronefs de l’aérodrome de Strasbourg-Entzheim, les aménagements et les extensions des habitations existantes admis devront faire l’objet de mesures d’isolation acoustique dans les conditions prévues par l’article L.147-6 du Code de l’Urbanisme.","Dans le secteur Ab Dans la zone de bruit D définie par le plan d’exposition aux bruits des aéronefs de l’aérodrome de Strasbourg-Entzheim, les aménagements et les extensions des habitations existantes admis devront faire l’objet de mesures d’isolation acoustique dans les conditions prévues par l’article L.147-6 du Code de l’Urbanisme. Dans le sous-secteur Abn",totale,"Le passage ne se contente pas de rappeler l'isolement acoustique standard du PEB : il impose que les aménagements et extensions d'habitations existantes admis dans la zone D fassent l'objet de mesures d'isolation acoustique spécifiques selon l'article L.147-6 du Code de l'urbanisme. Cette règle concerne directement les bâtiments (habitations existantes) et leurs extensions/aménagements, donc relève bien du périmètre diagBruit et constitue une règle autonome liée à une zone réglementaire spécifique (secteur Ab).",prescription,opposable en conformité,autre,validé,True,élevée,2026-08-26
70fe46752c08fc68eb2f95c554562007,5_67045_reglement_20250908.pdf,règlement écrit,https://www.geoportail-urbanisme.gouv.fr/api/document/70fe46752c08fc68eb2f95c554562007/files/67045_reglement_20250908.pdf,alinea,Article 2,Zone de bruit D (PEB Strasbourg-Entzheim) / secteur NSg1,zone_specifique,"- _- Dans la zone de bruit D, définie par le plan d’exposition aux bruits de l’aérodrome de Strasbourg-
Entzheim, les aménagements et extensions des habitations existantes admis doivent faire l’objet de
mesures d'isolation acoustique dans les conditions prévues par l’article L.146-7 du Code de
l'Urbanisme.","- Les aménagements et les extensions des bâtiments existants à condition que leur affectation reste
compatible avec les occupations et utilisations du sol admises dans ce secteur de zone. - _- Dans la zone de bruit D, définie par le plan d’exposition aux bruits de l’aérodrome de Strasbourg-
Entzheim, les aménagements et extensions des habitations existantes admis doivent faire l’objet de
mesures d'isolation acoustique dans les conditions prévues par l’article L.146-7 du Code de
l'Urbanisme. Dans le sous-secteur NSg1",forte,"Le passage mentionne bien le PEB, mais il ne se contente pas d'un simple renvoi implicite à l'isolement standard : il impose explicitement une obligation de mesures d'isolation acoustique pour les aménagements et extensions des habitations existantes dans la zone D, en la rattachant à l'article L.146-7 du Code de l'urbanisme. Cela constitue une prescription autonome rattachée au document d'urbanisme (et non une simple référence à l'arrêté de classement sonore), retenue avec une portée géométrique spécifique à la zone D du PEB.",prescription,opposable en conformité,autre,validé,True,élevée,2026-08-26
94f9f4e5ec6ea7ea1486a043770a393e,1_67047_reglement_20251217.pdf,règlement écrit,https://www.geoportail-urbanisme.gouv.fr/api/document/94f9f4e5ec6ea7ea1486a043770a393e/files/67047_reglement_20251217.pdf,alinea,Article 2.7.,,administrative,Les pompes à chaleur ou dispositifs de climatisation installés en façade de la construction doivent être implantés sur la façade où ils présentent le moins de nuisances visuelles et/ou sonores pour le voisinage dans la mesure où les conditions techniques d’implantation le permettent.,"…ronnant. - La destruction d’une façade identifiée au règlement graphique est interdite (OUI ?) sauf cas de nécessité au regard de la sécurité ou de la salubrité publique. En cas de reconstruction, la nouvelle construction devra nécessairement présenter une façade respectant la construction initiale. Les pompes à chaleur ou dispositifs de climatisation installés en façade de la construction doivent être implantés sur la façade où ils présentent le moins de nuisances visuelles et/ou sonores pour le voisinage dans la mesure où les conditions techniques d’implantation le permettent. doivent être plus hautes que larges. Les ouvertures de garages ou en soubassement (type soupiraux) ne sont pas concernées par cette présente disposition. 5. Clôtures : Clôtures en limite d’emprise publique : - La hauteur des clôtures ne devra pas excéder 1,00 mètre maximum non compris le portail don…",totale,"Le passage impose que les pompes à chaleur et dispositifs de climatisation en façade soient implantés de manière à limiter les nuisances sonores pour le voisinage. Il s'agit d'une règle autonome liée au bruit dans le périmètre diagBruit (construction de bâtiments), sans lien avec le classement sonore ou un PEB. Aucune limite spatiale spécifique n'étant précisée, la règle s'applique à l'ensemble du document.",prescription,opposable en conformité,autre,validé,False,,2026-08-26
94f9f4e5ec6ea7ea1486a043770a393e,2_67047_reglement_20251217.pdf,règlement écrit,https://www.geoportail-urbanisme.gouv.fr/api/document/94f9f4e5ec6ea7ea1486a043770a393e/files/67047_reglement_20251217.pdf,alinea,Article 2.7.,,administrative,"sonores pour le voisinage dans la mesure où les conditions techniques d’implantation le permettent. 4. Clôtures : Clôtures en limite d’emprise publique : - La hauteur des clôtures ne devra pas excéder 1,00 mètre maximum non compris le portail dont la hauteur pourra être supérieure. - Elles devront être constituées d’un mur bahut d’une hauteur maximale de 0,60 mètre, surmonté d’un dispositif à claire-voie comportant à minima 1/3 de vides sur l’ensemble de","…dre bâti environnant. - Les murs en béton revêtu de planches de bois clouées sur la façade ne sont pas autorisés. - Les pompes à chaleur ou dispositifs de climatisation installés en façade de la construction doivent être implantés sur la façade où ils présentent le moins de nuisances visuelles et/ou sonores pour le voisinage dans la mesure où les conditions techniques d’implantation le permettent. 4. Clôtures : Clôtures en limite d’emprise publique : - La hauteur des clôtures ne devra pas excéder 1,00 mètre maximum non compris le portail dont la hauteur pourra être supérieure. - Elles devront être constituées d’un mur bahut d’une hauteur maximale de 0,60 mètre, surmonté d’un dispositif à claire-voie comportant à minima 1/3 de vides sur l’ensemble de sa surface. - Les clôtures pleines ne sont autorisées que lorsqu'elles répondent à des nécessités ou à une utilité tenant compte de la nature de l'occupation ou du caractère des constructions édifiées sur la parcelle intéressée. Elles seront dans ce cas établies de telle sorte qu'elles ne créent pas…",totale,"Le passage recommande d'implanter les pompes à chaleur ou dispositifs de climatisation en façade de façon à minimiser les nuisances sonores pour le voisinage, ce qui constitue une règle autonome liée au bruit dans le cadre de projets de construction. Cette règle semble s'appliquer de façon générale sans délimitation de zone spécifique mentionnée dans l'extrait.",recommandation,opposable en conformité,autre,validé,False,,2026-08-26
94f9f4e5ec6ea7ea1486a043770a393e,3_67047_reglement_20251217.pdf,règlement écrit,https://www.geoportail-urbanisme.gouv.fr/api/document/94f9f4e5ec6ea7ea1486a043770a393e/files/67047_reglement_20251217.pdf,alinea,Article 2.7.,,administrative,Les pompes à chaleur ou dispositifs de climatisation installés en façade de la construction doivent être implantés sur la façade où ils présentent le moins de nuisances visuelles et/ou sonores pour le voisinage dans la mesure où les conditions techniques d’implantation le permettent.,"…ironnant. 2. Couvertures Dispositions générales : - Les couleurs des matériaux de couvertures des constructions principales sont celles des matériaux ardoise et tuile. 3. Façades : - Les couleurs des façades et les matériaux utilisés devront s’intégrer harmonieusement avec le cadre bâti environnant. Les pompes à chaleur ou dispositifs de climatisation installés en façade de la construction doivent être implantés sur la façade où ils présentent le moins de nuisances visuelles et/ou sonores pour le voisinage dans la mesure où les conditions techniques d’implantation le permettent. - En façade sur rue, les ouvertures des constructions à usage d’habitation, hors annexes, doivent être plus hautes que larges. Les ouvertures de garages ou en soubassement (type soupiraux) ne sont pas concernées par cette présente disposition. 5. Clôtures : Clôtures en limite d’emprise publique : -…",totale,"Le passage impose que les pompes à chaleur ou dispositifs de climatisation installés en façade soient placés là où ils présentent le moins de nuisances sonores pour le voisinage. C'est une règle autonome relative aux nuisances sonores générées par les équipements techniques des bâtiments, dans le périmètre diagBruit. Aucune limite spatiale spécifique n'étant mentionnée, elle s'applique à l'ensemble du règlement (portée administrative).",prescription,opposable en conformité,autre,validé,False,,2026-08-26
43a432f0e5b50ad621c6d01bd8d9e8e2,1_67055_reglement_20250428.pdf,règlement écrit,https://www.geoportail-urbanisme.gouv.fr/api/document/43a432f0e5b50ad621c6d01bd8d9e8e2/files/67055_reglement_20250428.pdf,alinea,Article 2,,zone_specifique,"Les constructions à usage d’hébergement et d’habitation doivent en outre répondre aux exigences d’isolement acoustique par rapport aux axes de transports terrestres bruyants, conformément à la réglementation en vigueur. Les zones concernées sont matérialisées au plan des annexes","…Sont et demeurent applicables sur le territoire communal : 1. Les articles d'ordre public du Code de l'Urbanisme : - R. 111-2 : salubrité et sécurité publique ; - R. 111-4: conservation et mise en valeur d'un site ou vestige archéologique ; - R. 111-15 : respect des préoccupations d'environnement ; Les constructions à usage d’hébergement et d’habitation doivent en outre répondre aux exigences d’isolement acoustique par rapport aux axes de transports terrestres bruyants, conformément à la réglementation en vigueur. Les zones concernées sont matérialisées au plan des annexes transports terrestres bruyants, conformément à la réglementation en vigueur. Les zones concernées sont matérialisées au plan des annexes 5. Les articles L. 113-1 à L. 113-2 et R. 113-1 à R. 113-2 du Code de l’Urbanisme sont applicables aux secteurs définis sur les plans par la trame « espace boisé c…",moyenne,"Le passage impose aux constructions à usage d'hébergement et d'habitation des exigences d'isolement acoustique par rapport aux axes de transports terrestres bruyants, avec des zones concernées matérialisées sur un plan des annexes. Comme le texte renvoie explicitement à 'la réglementation en vigueur' (conformité au classement sonore), il pourrait s'agir d'un simple renvoi ; cependant la mention d'un plan spécifique des annexes distinct du classement sonore classique laisse penser à une zone propre au document, justifiant de retenir cette occurrence avec une portée géométrique de type zone_specifique (la zone matérialisée sur le plan des annexes n'a pas de contour automatiquement disponible).",prescription,opposable en conformité,lutte_bruit_existant,validé,False,,2026-08-26
8c7d85e0ce9d2768c89bffdf60120b55,1_67073_padd_20231012.pdf,PADD,https://www.geoportail-urbanisme.gouv.fr/api/document/8c7d85e0ce9d2768c89bffdf60120b55/files/67073_padd_20231012.pdf,page,page 5,,administrative,"préserver les habitants et les constructions des nuisances existantes et à venir (nuisances olfactives du centre d’enfouissement des déchets, nuisances sonores liées à l’A35 et à la future déviation de Châtenois)","…s le long des voies afin de stopper l’extension urbaine linéaire. - Encadrer les modalités d’évolution des constructions dispersées, en tenant compte de leur éloignement du bourg et de l’absence de certains réseaux. - Protéger les habitants et les constructions et installations des risques connus et préserver les habitants et les constructions des nuisances existantes et à venir (nuisances olfactives du centre d’enfouissement des déchets, nuisances sonores liées à l’A35 et à la future déviation de Châtenois) 1.2 Vers une évolution concertée du patrimoine urbain - Préserver et valoriser le patrimoine architectural et urbain remarquable du vieux bourg. - Valoriser les potentialités de réutilisation du bâti ancien à des fins de logements ou d’activités économiques. - Garantir l’harmonie des nouvelles const…",forte,"Le PADD affirme une orientation générale visant à préserver les habitants et les constructions des nuisances sonores existantes et à venir liées à l'A35 et à la future déviation de Châtenois, notamment via des reculs appropriés. Cette règle concerne bien la protection des constructions vis-à-vis du bruit (pas seulement l'infrastructure elle-même), et s'applique à l'ensemble du territoire communal sans zone spécifique délimitée, d'où une portée administrative.",recommandation,non opposable,lutte_bruit_existant,validé,False,,2026-08-26
8c7d85e0ce9d2768c89bffdf60120b55,1_67073_orientations_amenagement_20231012.pdf,OAP,https://www.geoportail-urbanisme.gouv.fr/api/document/8c7d85e0ce9d2768c89bffdf60120b55/files/67073_orientations_amenagement_20231012.pdf,page,page 22,,administrative,"Les équipements techniques, notamment ceux favorisant le confort thermique, d’hiver comme d’été, seront conçus, implantés ou protégés de manière à réduire au maximum les nuisances sonores pour le voisinage.","…être mis en œuvre pour permettre le stockage et la réutilisation maximale des eaux de pluies pour tous les usages autorisés par la réglementation sanitaire en vigueur. 5. Les gisements d’économie d’énergie Les opérations devront intégrer des systèmes d’éclairage destinés à économiser la consommation Les équipements techniques, notamment ceux favorisant le confort thermique, d’hiver comme d’été, seront conçus, implantés ou protégés de manière à réduire au maximum les nuisances sonores pour le voisinage. 20",totale,"Le passage prescrit que les équipements techniques (notamment ceux liés au confort thermique) soient conçus, implantés ou protégés pour réduire les nuisances sonores pour le voisinage. C'est une règle autonome liée au bruit dans le cadre d'opérations d'aménagement, sans rapport avec le classement sonore ou le PEB. Aucune limite spatiale spécifique n'étant précisée, elle s'applique à l'ensemble du périmètre couvert par les OAP.",recommandation,opposable en compatibilité,lutte_bruit_existant,validé,False,,2026-08-26
7ba5c245843c439061a106418e9f4c9b,1_67076_padd_20170921.pdf,PADD,https://www.geoportail-urbanisme.gouv.fr/api/document/7ba5c245843c439061a106418e9f4c9b/files/67076_padd_20170921.pdf,page,page 15,,administrative, Œuvrer en faveur de l’amélioration de la couverture du réseau de téléphonie mobile et d’internet tout en veillant à éviter les nuisances sonores et visuelles dans le cas d’installations techniques PLU de COLROY-LA-ROCHE – PADD,…r la liaison avec la gare de Saint-Blaise- la-Roche ORIENTATIONS GENERALES EN MATIERE DE DEVELOPPEMENT DES COMMUNICATIONS NUMERIQUES Axe 8 : L’amélioration de la couverture de la téléphonie mobile et d’internet  Respecter les objectifs du Schéma directeur territorial d’aménagement numérique (SDTAN)  Œuvrer en faveur de l’amélioration de la couverture du réseau de téléphonie mobile et d’internet tout en veillant à éviter les nuisances sonores et visuelles dans le cas d’installations techniques PLU de COLROY-LA-ROCHE – PADD 14 ORIENTATIONS GENERALES EN MATIERE DE DEVELOPPEMENT ECONOMIQUE ET D’EQUIPEMENT COMMERCIAL Axe 9 : La pérennisation et le développement des activités  Poursuivre l’optimisation foncière de la zone artisanale par la reconversion des friches et la pérennisation des activités présentes  Autoriser l’…,moyenne,"Le PADD recommande de veiller à éviter les nuisances sonores générées par les installations techniques de téléphonie mobile/internet. Cette recommandation concerne des installations techniques (antennes, équipements) et non directement des bâtiments d'habitation ou l'aménagement urbain au sens strict, ce qui limite sa pertinence pour diagBruit, mais elle reste liée à des équipements pouvant être implantés à proximité de zones urbanisées. Portée administrative car aucune zone spécifique n'est mentionnée, la règle s'applique à l'ensemble du territoire communal.",recommandation,non opposable,autre,validé,False,,2026-08-26
